Date,dir,speed
2019-06-04 09:30:23,246,0.2
2019-06-04 10:00:24,225,0.2
2019-06-04 10:30:24,220,0.5
2019-06-04 11:00:24,170,0.8
2019-06-04 11:30:24,209,0.7
2019-06-04 12:00:24,213,1
2019-06-04 12:30:23,225,1.2
2019-06-04 13:00:24,210,1.3
2019-06-04 13:30:24,190,1.5
2019-06-04 14:00:23,168,1.4
2019-06-04 14:30:23,158,1.9
2019-06-04 15:00:24,79,1.9
2019-06-04 15:30:24,80,2.5
2019-06-04 16:00:24,70,2.3
2019-06-04 16:30:24,93,2.5
2019-06-04 17:00:24,82,2.5
2019-06-04 17:30:23,74,3
2019-06-04 18:00:23,80,2.4
2019-06-04 18:30:24,144,2.1
2019-06-04 19:00:24,160,2.1
2019-06-04 19:30:23,154,1.9
2019-06-04 20:00:24,146,1.3
2019-06-04 20:30:24,126,0.6
2019-06-04 21:00:24,37,0.4
2019-06-04 21:30:24,354,1.1
2019-06-04 22:00:24,351,1.4
2019-06-04 22:30:24,356,1.1
2019-06-04 23:00:24,32,0.2
2019-06-04 23:30:23,73,0.3
2019-06-05 00:00:23,15,0.2
2019-06-05 00:30:24,345,0.8
2019-06-05 01:00:24,333,0.8
2019-06-05 01:30:23,339,0.7
2019-06-05 02:00:24,342,0.9
2019-06-05 02:30:24,343,0.6
2019-06-05 03:00:24,330,0.2
2019-06-05 03:30:24,330,0.2
2019-06-05 04:00:24,309,0.2
2019-06-05 04:30:23,348,0
2019-06-05 05:00:24,347,0
2019-06-05 05:30:23,334,0.1
2019-06-05 06:00:24,280,0.1
2019-06-05 06:30:24,341,0.4
2019-06-05 07:00:23,302,0.2
2019-06-05 07:30:24,200,0.2
2019-06-05 08:00:24,248,0.1
2019-06-05 08:30:24,194,0.4
2019-06-05 09:00:24,157,0.2
2019-06-05 09:30:24,229,0.4
2019-06-05 10:00:24,198,0.3
2019-06-05 10:30:24,203,0.4
2019-06-05 11:00:24,207,0.7
2019-06-05 11:30:24,78,1.1
2019-06-05 12:00:24,67,2
2019-06-05 12:30:24,73,2.9
2019-06-05 13:00:24,63,3
2019-06-05 13:30:24,71,3.2
2019-06-05 14:00:24,79,3.5
2019-06-05 14:30:23,79,2.9
2019-06-05 15:00:24,65,3.1
2019-06-05 15:30:24,78,3.4
2019-06-05 16:00:23,80,3.4
2019-06-05 16:30:24,93,3.4
2019-06-05 17:00:23,85,3.8
2019-06-05 17:30:24,81,4
2019-06-05 18:00:24,73,3.9
2019-06-05 18:30:23,78,3.1
2019-06-05 19:00:24,108,2.3
2019-06-05 19:30:24,100,2.3
2019-06-05 20:00:23,96,2.3
2019-06-05 20:30:23,65,2.7
2019-06-05 21:00:23,63,1.6
2019-06-05 21:30:24,69,1.7
2019-06-05 22:00:23,54,2.5
2019-06-05 22:30:23,72,1.5
2019-06-05 23:00:24,36,0.6
2019-06-05 23:30:24,19,0.2
2019-06-06 00:00:24,337,0.8
2019-06-06 00:30:23,340,1.2
2019-06-06 01:00:23,331,1
2019-06-06 01:30:24,342,1.1
2019-06-06 02:00:24,339,1.2
2019-06-06 02:30:24,351,0.6
2019-06-06 03:00:24,320,0.6
2019-06-06 03:30:24,326,0.5
2019-06-06 04:00:24,336,0.3
2019-06-06 04:30:24,328,0.5
2019-06-06 05:00:23,311,0.3
2019-06-06 05:30:23,313,0.5
2019-06-06 06:00:24,331,0.6
2019-06-06 06:30:24,286,0.5
2019-06-06 07:00:24,343,0
2019-06-06 07:30:23,226,0.3
2019-06-06 08:00:24,241,0.5
2019-06-06 08:30:23,246,0.5
2019-06-06 09:00:24,240,0.9
2019-06-06 09:30:24,339,1.7
2019-06-06 10:00:24,36,3.6
2019-06-06 10:30:23,34,3.7
2019-06-06 11:00:24,47,4.6
2019-06-06 11:30:24,71,4.3
2019-06-06 12:00:24,74,4.3
2019-06-06 12:30:23,59,4.1
2019-06-06 13:00:24,59,3.8
2019-06-06 13:30:24,78,3.8
2019-06-06 14:00:23,70,3.6
2019-06-06 14:30:24,65,3.5
2019-06-06 15:00:23,56,3.2
2019-06-06 15:30:24,54,3.2
2019-06-06 16:00:23,87,3.9
2019-06-06 16:30:23,97,3.7
2019-06-06 17:00:23,67,3.3
2019-06-06 17:30:24,78,3.6
2019-06-06 18:00:24,79,4
2019-06-06 18:30:24,80,4.1
2019-06-06 19:00:24,78,4
2019-06-06 19:30:24,79,3.5
2019-06-06 20:00:24,72,3
2019-06-06 20:30:23,68,2.5
2019-06-06 21:00:24,95,1.6
2019-06-06 21:30:24,164,0.4
2019-06-06 22:00:23,14,0.8
2019-06-06 22:30:24,71,1.1
2019-06-06 23:00:24,39,0.6
2019-06-06 23:30:24,43,1
2019-06-07 00:00:24,40,0.4
2019-06-07 00:30:24,10,0.7
2019-06-07 01:00:23,269,0.4
2019-06-07 01:30:24,304,0.2
2019-06-07 02:00:23,335,0.6
2019-06-07 02:30:24,338,0.7
2019-06-07 03:00:23,329,0.6
2019-06-07 03:30:24,290,0.6
2019-06-07 04:00:24,317,0.1
2019-06-07 04:30:23,324,0.1
2019-06-07 05:00:24,303,0.2
2019-06-07 05:30:23,319,0
2019-06-07 06:00:23,285,0.2
2019-06-07 06:30:24,285,0.4
2019-06-07 07:00:23,270,0
2019-06-07 07:30:24,249,0.5
2019-06-07 08:00:24,256,0.5
2019-06-07 08:30:23,206,0.2
2019-06-07 09:00:23,137,0.2
2019-06-07 09:30:24,149,0.2
2019-06-07 10:00:23,187,0.6
2019-06-07 10:30:24,177,0.5
2019-06-07 11:00:24,215,0.4
2019-06-07 11:30:24,292,0.3
2019-06-07 12:00:24,99,0.7
2019-06-07 12:30:24,154,0.9
2019-06-07 13:30:24,141,1.1
2019-06-07 14:00:23,83,2.7
2019-06-07 14:30:24,74,3.8
2019-06-07 15:00:24,74,4.5
2019-06-07 15:30:23,72,3.8
2019-06-07 16:00:24,71,4.1
2019-06-07 16:30:24,76,3.3
2019-06-07 17:00:24,91,1.7
2019-06-07 17:30:23,108,1.4
2019-06-07 18:00:24,184,1.3
2019-06-07 18:30:23,184,1.1
2019-06-07 19:00:24,57,1
2019-06-07 19:30:23,45,1.3
2019-06-07 20:00:24,177,1.2
2019-06-07 20:30:24,194,0.9
2019-06-07 21:00:23,211,0.1
2019-06-07 21:30:23,267,0.1
2019-06-07 22:00:24,3,0.6
2019-06-07 22:30:24,338,1
2019-06-07 23:00:23,345,0.8
2019-06-07 23:30:24,340,1.3
2019-06-08 00:00:24,342,0.9
2019-06-08 00:30:24,309,0.8
2019-06-08 01:00:23,332,0.8
2019-06-08 01:30:24,333,0.8
2019-06-08 02:00:23,333,0.6
2019-06-08 02:30:24,331,0.8
2019-06-08 03:00:24,346,0.3
2019-06-08 03:30:23,322,0.2
2019-06-08 04:00:23,189,0
2019-06-08 04:30:24,270,0.5
2019-06-08 05:00:23,325,0.3
2019-06-08 05:30:24,296,0.2
2019-06-08 06:00:24,334,0.1
2019-06-08 06:30:23,321,0.3
2019-06-08 07:00:24,298,0.3
2019-06-08 07:30:23,241,0.7
2019-06-08 08:00:23,121,0.5
2019-06-08 08:30:24,100,0.2
2019-06-08 09:00:23,205,0.1
2019-06-08 09:30:24,274,0.2
2019-06-08 10:00:23,167,0.5
2019-06-08 10:30:24,265,0.5
2019-06-08 11:00:24,194,0.6
2019-06-08 11:30:24,203,0.8
2019-06-08 12:00:23,61,0.6
2019-06-08 12:30:24,101,1.1
2019-06-08 13:00:24,139,0.8
2019-06-08 13:30:23,267,1.1
2019-06-08 14:00:24,241,1.1
2019-06-08 14:30:24,206,0.7
2019-06-08 15:00:24,255,0.9
2019-06-08 15:30:23,234,0.7
2019-06-08 16:00:24,182,0.9
2019-06-08 16:30:23,184,0.8
2019-06-08 17:00:24,192,0.9
2019-06-08 17:30:24,182,0.8
2019-06-08 18:00:24,189,0.8
2019-06-08 18:30:23,180,0.5
2019-06-08 19:00:24,177,0.7
2019-06-08 19:30:24,202,0.7
2019-06-08 20:00:23,91,1.3
2019-06-08 20:30:24,43,2.6
2019-06-08 21:00:23,40,2.9
2019-06-08 21:30:23,42,2.4
2019-06-08 22:00:23,165,0.9
2019-06-08 22:30:24,17,0.7
2019-06-08 23:00:23,315,0.5
2019-06-08 23:30:23,314,0.5
2019-06-09 00:00:24,13,0.3
2019-06-09 00:30:24,341,1.2
2019-06-09 01:00:24,359,0.6
2019-06-09 01:30:24,356,0.2
2019-06-09 02:00:24,239,1.1
2019-06-09 02:30:23,45,0.6
2019-06-09 03:00:24,348,1.3
2019-06-09 03:30:23,337,1.1
2019-06-09 04:00:24,329,0.7
2019-06-09 04:30:24,341,1.2
2019-06-09 05:00:23,341,0.6
2019-06-09 05:30:24,48,0
2019-06-09 06:00:23,330,0.1
2019-06-09 06:30:24,287,0.6
2019-06-09 07:00:24,320,0
2019-06-09 07:30:24,110,0
2019-06-09 08:00:24,88,0
2019-06-09 08:30:24,137,0.2
2019-06-09 09:00:23,192,0.3
2019-06-09 09:30:23,211,0.4
2019-06-09 10:00:24,263,0.1
2019-06-09 10:30:23,249,0.4
2019-06-09 11:00:24,216,0.6
2019-06-09 11:30:24,211,0.7
2019-06-09 12:00:23,238,0.7
2019-06-09 12:30:24,266,1.1
2019-06-09 13:00:24,254,1.5
2019-06-09 13:30:23,208,1.2
2019-06-09 14:00:23,76,3.2
2019-06-09 14:30:24,71,2.9
2019-06-09 15:00:23,88,3
2019-06-09 15:30:24,67,3
2019-06-09 16:00:24,76,2.9
2019-06-09 16:30:23,68,2.2
2019-06-09 17:00:24,54,2.2
2019-06-09 17:30:24,48,1.9
2019-06-09 18:00:24,91,2.3
2019-06-09 18:30:24,77,2
2019-06-09 19:00:23,88,1.7
2019-06-09 19:30:24,85,2.1
2019-06-09 20:00:24,81,1
2019-06-09 20:30:24,31,0.8
2019-06-09 21:00:23,9,0.3
2019-06-09 21:30:24,13,0.3
2019-06-09 22:00:24,345,0.6
2019-06-09 22:30:24,322,0.9
2019-06-09 23:00:24,335,1
2019-06-09 23:30:23,338,0.8
2019-06-10 00:00:24,334,0.8
2019-06-10 00:30:23,320,0.6
2019-06-10 01:00:24,330,0.8
2019-06-10 01:30:24,289,0.3
2019-06-10 02:00:24,323,0.5
2019-06-10 02:30:23,326,0.8
2019-06-10 03:00:24,311,0.6
2019-06-10 03:30:24,338,0.7
2019-06-10 04:00:24,325,0.3
2019-06-10 04:30:24,346,0.5
2019-06-10 05:00:24,280,0.7
2019-06-10 05:30:24,341,0.5
2019-06-10 06:00:24,140,0.3
2019-06-10 06:30:24,327,0.8
2019-06-10 07:00:24,312,0.4
2019-06-10 07:30:24,115,0.2
2019-06-10 08:00:23,318,0.3
2019-06-10 08:30:23,206,0.2
2019-06-10 09:00:23,260,0.4
2019-06-10 09:30:24,279,0.8
2019-06-10 10:00:23,159,1.3
2019-06-10 10:30:24,236,0.4
2019-06-10 11:00:24,127,0.7
2019-06-10 11:30:24,162,0.8
2019-06-10 12:00:23,145,0.7
2019-06-10 12:30:23,146,0.8
2019-06-10 13:00:24,327,1.9
2019-06-10 13:30:23,332,3.9
2019-06-10 14:00:24,327,3.4
2019-06-10 14:30:23,31,2.9
2019-06-10 15:00:23,108,1.8
2019-06-10 15:30:24,60,1.8
2019-06-10 16:00:23,39,3
2019-06-10 16:30:24,62,4.5
2019-06-10 17:00:23,37,4.3
2019-06-10 17:30:24,21,2.9
2019-06-10 18:00:24,12,1.8
2019-06-10 18:30:23,86,2.4
2019-06-10 19:00:24,78,2.2
2019-06-10 19:30:24,87,2.2
2019-06-10 20:00:23,126,0.7
2019-06-10 20:30:24,54,0.3
2019-06-10 21:00:24,81,1.1
2019-06-10 21:30:23,4,1.6
2019-06-10 22:00:24,342,1.6
2019-06-10 22:30:24,347,2.2
2019-06-10 23:00:24,328,1.2
2019-06-10 23:30:23,288,0.5
2019-06-11 00:00:24,352,0.5
2019-06-11 00:30:24,311,0.4
2019-06-11 01:00:23,312,1
2019-06-11 01:30:23,358,0.3
2019-06-11 02:00:24,322,0.6
2019-06-11 02:30:24,330,0.7
2019-06-11 03:00:24,131,0.7
2019-06-11 03:30:24,222,0.1
2019-06-11 04:00:24,329,0.5
2019-06-11 04:30:23,332,1.2
2019-06-11 05:00:24,305,0.7
2019-06-11 05:30:24,358,0.2
2019-06-11 06:00:23,356,0.3
2019-06-11 06:30:24,335,0.9
2019-06-11 07:00:23,332,0.5
2019-06-11 07:30:24,43,0.3
2019-06-11 08:00:24,108,0.1
2019-06-11 08:30:24,108,0.1
2019-06-11 09:00:24,324,0.1
2019-06-11 09:30:23,185,0.1
2019-06-11 10:00:24,260,0.2
2019-06-11 10:30:23,197,0.6
2019-06-11 11:00:24,174,0.7
2019-06-11 11:30:24,193,0.7
2019-06-11 12:00:23,212,0.6
2019-06-11 12:30:23,130,0.6
2019-06-11 13:00:24,191,1.1
2019-06-11 13:30:24,152,1.2
2019-06-11 14:00:23,74,1.3
2019-06-11 14:30:23,77,2.3
2019-06-11 15:00:24,88,2.4
2019-06-11 15:30:23,85,2.6
2019-06-11 16:00:24,95,2.7
2019-06-11 16:30:23,81,2.9
2019-06-11 17:00:24,73,2.6
2019-06-11 17:30:23,101,2.5
2019-06-11 18:00:24,108,2.4
2019-06-11 18:30:24,82,1.6
2019-06-11 19:00:23,112,1.4
2019-06-11 19:30:24,131,1
2019-06-11 20:00:23,94,1.4
2019-06-11 20:30:23,120,0.4
2019-06-11 21:00:24,68,1.6
2019-06-11 21:30:24,96,1.5
2019-06-11 22:00:23,50,1.9
2019-06-11 22:30:24,68,1
2019-06-11 23:00:23,144,0.6
2019-06-11 23:30:23,276,0.3
2019-06-12 00:00:24,340,0.3
2019-06-12 00:30:24,332,0.9
2019-06-12 01:00:23,334,0.8
2019-06-12 01:30:24,343,0.8
2019-06-12 02:00:24,341,0.3
2019-06-12 02:30:24,94,0.2
2019-06-12 03:00:24,306,0.6
2019-06-12 03:30:23,274,0.7
2019-06-12 04:00:24,334,0.3
2019-06-12 04:30:24,324,0.6
2019-06-12 05:00:24,8,0.2
2019-06-12 05:30:23,339,0.6
2019-06-12 06:00:23,337,0.3
2019-06-12 06:30:24,84,0.2
2019-06-12 07:00:23,348,0.1
2019-06-12 07:30:24,272,0.7
2019-06-12 08:00:23,287,0.3
2019-06-12 08:30:24,283,0.3
2019-06-12 09:00:24,252,0.6
2019-06-12 09:30:23,278,0.4
2019-06-12 10:00:24,256,0.6
2019-06-12 10:30:23,246,0.7
2019-06-12 11:00:24,222,0.7
2019-06-12 11:30:24,247,0.8
2019-06-12 12:00:23,211,1.1
2019-06-12 12:30:24,267,0.8
2019-06-12 13:00:24,259,0.6
2019-06-12 13:30:23,170,0.8
2019-06-12 14:00:24,195,0.6
2019-06-12 14:30:23,141,1.1
2019-06-12 15:00:24,152,1.9
2019-06-12 15:30:23,136,1.8
2019-06-12 16:00:24,161,1.1
2019-06-12 16:30:24,160,1.4
2019-06-12 17:00:24,155,1.2
2019-06-12 17:30:23,173,1.5
2019-06-12 18:00:24,176,2.4
2019-06-12 18:30:24,163,3
2019-06-12 19:00:24,176,2
2019-06-12 19:30:24,173,1.5
2019-06-12 20:00:24,181,1.3
2019-06-12 20:30:24,173,0.8
2019-06-12 21:00:24,168,0.4
2019-06-12 21:30:24,129,0.2
2019-06-12 22:00:23,77,0.1
2019-06-12 22:30:24,323,0.7
2019-06-12 23:00:24,337,1.4
2019-06-12 23:30:23,328,1.1
2019-06-13 00:00:24,335,1.1
2019-06-13 00:30:24,336,1.1
2019-06-13 01:00:24,329,0.9
2019-06-13 01:30:24,327,0.6
2019-06-13 02:00:24,328,0.7
2019-06-13 02:30:24,334,1.4
2019-06-13 03:00:24,335,1.3
2019-06-13 03:30:24,347,1.1
2019-06-13 04:00:24,333,0.9
2019-06-13 04:30:24,330,1
2019-06-13 05:00:24,325,0.5
2019-06-13 05:30:24,329,0.7
2019-06-13 06:00:23,337,1.1
2019-06-13 06:30:24,317,0.6
2019-06-13 07:00:23,306,0.2
2019-06-13 07:30:24,72,0
2019-06-13 08:00:23,264,0.1
2019-06-13 08:30:23,185,0.2
2019-06-13 09:00:23,222,0.5
2019-06-13 09:30:24,180,0.4
2019-06-13 10:00:24,150,0.4
2019-06-13 10:30:23,196,0.4
2019-06-13 11:00:24,220,0.3
2019-06-13 11:30:24,193,0.8
2019-06-13 12:00:24,195,1
2019-06-13 12:30:24,225,0.8
2019-06-13 13:00:23,177,1
2019-06-13 13:30:24,216,0.9
2019-06-13 14:00:24,273,0.6
2019-06-13 14:30:23,203,1.2
2019-06-13 15:00:23,186,0.9
2019-06-13 15:30:24,221,0.8
2019-06-13 16:00:24,177,1
2019-06-13 16:30:24,70,1.5
2019-06-13 17:00:24,46,1.7
2019-06-13 17:30:24,96,2.3
2019-06-13 18:00:24,87,2.1
2019-06-13 18:30:24,85,2.1
2019-06-13 19:00:23,84,2
2019-06-13 19:30:24,81,2
2019-06-13 20:00:24,110,0.9
2019-06-13 20:30:23,81,0.1
2019-06-13 21:00:24,13,0.8
2019-06-13 21:30:23,348,1.6
2019-06-13 22:00:24,351,1.6
2019-06-13 22:30:24,341,1
2019-06-13 23:00:24,317,0.4
2019-06-13 23:30:23,332,1
2019-06-14 00:00:24,333,1
2019-06-14 00:30:24,331,0.4
2019-06-14 01:00:24,333,0.4
2019-06-14 01:30:24,327,0.7
2019-06-14 02:00:24,305,0.3
2019-06-14 02:30:24,300,0.3
2019-06-14 03:00:23,327,0.5
2019-06-14 03:30:23,316,0.5
2019-06-14 04:00:23,318,0.4
2019-06-14 04:30:24,325,0.3
2019-06-14 05:00:24,315,0.4
2019-06-14 05:30:23,299,0.1
2019-06-14 06:00:24,323,0.4
2019-06-14 06:30:24,328,0.3
2019-06-14 07:00:24,323,0.1
2019-06-14 07:30:24,4,0
2019-06-14 08:00:24,264,0
2019-06-14 08:30:24,245,0
2019-06-14 09:00:24,159,0.2
2019-06-14 09:30:23,146,0.2
2019-06-14 10:00:24,156,0.3
2019-06-14 10:30:23,151,0.3
2019-06-14 11:00:24,149,0.5
2019-06-14 11:30:23,165,0.6
2019-06-14 12:00:24,114,0.9
2019-06-14 12:30:24,133,0.9
2019-06-14 13:00:24,155,0.6
2019-06-14 13:30:24,157,0.9
2019-06-14 14:00:23,160,0.9
2019-06-14 14:30:24,129,1.1
2019-06-14 15:00:24,91,1.7
2019-06-14 15:30:24,59,3.1
2019-06-14 16:00:24,72,3
2019-06-14 16:30:23,78,3.7
2019-06-14 17:00:24,52,3.4
2019-06-14 17:30:23,52,3.5
2019-06-14 18:00:24,44,2.3
2019-06-14 18:30:24,65,1.8
2019-06-14 19:00:24,44,2.1
2019-06-14 19:30:24,115,0.8
2019-06-14 20:00:24,93,0.3
2019-06-14 20:30:24,155,0.8
2019-06-14 21:00:24,42,0.7
2019-06-14 21:30:23,147,0.4
2019-06-14 22:00:24,335,0.2
2019-06-14 22:30:23,342,0.7
2019-06-14 23:00:24,329,0.7
2019-06-14 23:30:24,351,0.8
2019-06-15 00:00:24,281,0.5
2019-06-15 00:30:24,344,1.6
2019-06-15 01:00:23,244,0.8
2019-06-15 01:30:24,296,0.4
2019-06-15 02:00:24,36,0.9
2019-06-15 02:30:23,303,0.9
2019-06-15 03:00:23,341,1.3
2019-06-15 03:30:24,168,0.8
2019-06-15 04:00:24,58,0.7
2019-06-15 04:30:24,339,0.9
2019-06-15 05:00:23,316,0.6
2019-06-15 05:30:24,8,0.5
2019-06-15 06:00:23,322,0.5
2019-06-15 06:30:23,326,1
2019-06-15 07:00:24,308,0.2
2019-06-15 07:30:23,324,0.1
2019-06-15 08:00:23,304,0
2019-06-15 08:30:24,65,0.2
2019-06-15 09:00:23,164,0.9
2019-06-15 09:30:23,140,0.7
2019-06-15 10:00:24,175,0.6
2019-06-15 10:30:24,135,0.9
2019-06-15 11:00:23,142,0.5
2019-06-15 11:30:23,151,1.1
2019-06-15 12:00:24,153,1.4
2019-06-15 12:30:24,157,1.5
2019-06-15 13:00:24,134,0.9
2019-06-15 13:30:23,161,1.6
2019-06-15 14:00:23,198,2.1
2019-06-15 14:30:24,211,1.8
2019-06-15 15:00:23,201,1.8
2019-06-15 15:30:24,204,1.6
2019-06-15 16:00:23,178,1.6
2019-06-15 16:30:24,164,1.8
2019-06-15 17:00:24,179,2.4
2019-06-15 17:30:24,137,2.6
2019-06-15 18:00:24,136,2.7
2019-06-15 18:30:23,154,2.3
2019-06-15 19:00:24,156,2.2
2019-06-15 19:30:23,139,1.8
2019-06-15 20:00:24,122,1.3
2019-06-15 20:30:24,119,0.6
2019-06-15 21:00:23,113,0.9
2019-06-15 21:30:24,47,0.5
2019-06-15 22:00:23,37,0.7
2019-06-15 22:30:24,0,0.7
2019-06-15 23:00:24,333,0.6
2019-06-15 23:30:23,330,0.6
2019-06-16 00:00:23,310,0.6
2019-06-16 00:30:23,295,0.3
2019-06-16 01:00:24,326,0.4
2019-06-16 01:30:24,324,0.8
2019-06-16 02:00:24,329,1.1
2019-06-16 02:30:24,326,0.9
2019-06-16 03:00:24,324,0.7
2019-06-16 03:30:24,324,0.7
2019-06-16 04:00:23,328,1
2019-06-16 04:30:23,328,0.7
2019-06-16 05:00:24,316,0.3
2019-06-16 05:30:24,256,0
2019-06-16 06:00:24,256,0
2019-06-16 06:30:24,269,0.2
2019-06-16 07:00:24,259,0
2019-06-16 07:30:23,67,0
2019-06-16 08:00:24,0,0
2019-06-16 08:30:24,218,0.3
2019-06-16 09:00:23,284,0.4
