Date,dir,speed
2019-06-28 09:30:23,256,0.3
2019-06-28 10:00:23,166,0.7
2019-06-28 10:30:24,181,0.5
2019-06-28 11:00:24,204,0.5
2019-06-28 11:30:23,166,0.5
2019-06-28 12:00:24,152,1
2019-06-28 12:30:24,149,0.9
2019-06-28 13:00:23,175,0.6
2019-06-28 13:30:24,196,1
2019-06-28 14:00:24,215,0.8
2019-06-28 14:30:23,173,1.2
2019-06-28 15:00:24,200,1.2
2019-06-28 15:30:24,318,0.7
2019-06-28 16:00:24,282,1
2019-06-28 16:30:23,326,1
2019-06-28 17:00:24,277,1.1
2019-06-28 17:30:24,288,0.8
2019-06-28 18:00:24,262,0.9
2019-06-28 18:30:24,10,1.3
2019-06-28 19:00:23,52,2.8
2019-06-28 19:30:23,12,1.5
2019-06-28 20:00:23,49,1.5
2019-06-28 20:30:24,161,0.2
2019-06-28 21:00:24,304,0.6
2019-06-28 21:30:24,329,0.7
2019-06-28 22:00:23,349,1.1
2019-06-28 22:30:24,334,1
2019-06-28 23:00:24,319,0.6
2019-06-28 23:30:24,330,0.6
2019-06-29 00:00:24,330,1.1
2019-06-29 00:30:24,300,0.5
2019-06-29 01:00:24,329,1
2019-06-29 01:30:24,278,0.2
2019-06-29 02:00:23,324,0.7
2019-06-29 02:30:24,325,0.9
2019-06-29 03:00:24,283,0.7
2019-06-29 03:30:24,277,0.7
2019-06-29 04:00:24,267,0.2
2019-06-29 04:30:24,322,0.2
2019-06-29 05:00:24,290,0.1
2019-06-29 05:30:24,313,0.3
2019-06-29 06:00:23,331,1
2019-06-29 06:30:24,328,0.9
2019-06-29 07:00:24,320,0.5
2019-06-29 07:30:24,266,0
2019-06-29 08:00:23,287,0.1
2019-06-29 08:30:24,224,0.4
2019-06-29 09:00:23,255,0.6
2019-06-29 09:30:23,268,1.2
2019-06-29 10:00:24,274,1.3
2019-06-29 10:30:24,253,1.4
2019-06-29 11:00:23,263,1.7
2019-06-29 11:30:24,273,1.5
2019-06-29 12:00:23,285,2.2
2019-06-29 12:30:23,293,2
2019-06-29 13:00:24,281,1.3
2019-06-29 13:30:23,277,1.5
2019-06-29 14:00:24,275,1.5
2019-06-29 14:30:24,252,1.6
2019-06-29 15:00:23,244,1.7
2019-06-29 15:30:24,249,1.3
2019-06-29 16:00:24,256,1.8
2019-06-29 16:30:24,271,1.5
2019-06-29 17:00:23,278,1.5
2019-06-29 17:30:23,277,1.5
2019-06-29 18:00:24,271,1.4
2019-06-29 18:30:24,273,1.3
2019-06-29 19:00:24,273,1.2
2019-06-29 19:30:24,279,1.1
2019-06-29 20:00:24,290,1.1
2019-06-29 20:30:23,290,0.9
2019-06-29 21:00:24,306,0.5
2019-06-29 21:30:23,318,0.4
2019-06-29 22:00:24,304,0.6
2019-06-29 22:30:24,290,0.5
2019-06-29 23:00:24,259,0.5
2019-06-29 23:30:23,193,0
2019-06-30 00:00:24,324,0.5
2019-06-30 00:30:23,326,0.8
2019-06-30 01:00:23,331,0.7
2019-06-30 01:30:24,314,0.7
2019-06-30 02:00:24,316,0.5
2019-06-30 02:30:23,291,0.4
2019-06-30 03:00:23,264,0.9
2019-06-30 03:30:24,286,1
2019-06-30 04:00:24,184,0.4
2019-06-30 04:30:23,354,0.3
2019-06-30 05:00:24,332,0.6
2019-06-30 05:30:24,324,0.9
2019-06-30 06:00:23,326,1
2019-06-30 06:30:24,330,1.2
2019-06-30 07:00:24,329,1
2019-06-30 07:30:24,302,0.5
2019-06-30 08:00:24,60,0.1
2019-06-30 08:30:24,123,0.1
2019-06-30 09:00:24,136,0.4
2019-06-30 09:30:23,213,0.6
2019-06-30 10:00:24,285,1.4
2019-06-30 10:30:24,292,1.8
2019-06-30 11:00:23,277,1.8
2019-06-30 11:30:24,287,1.7
2019-06-30 12:00:24,277,1.8
2019-06-30 12:30:24,278,1.4
2019-06-30 13:00:23,261,1.5
2019-06-30 13:30:24,253,1.5
2019-06-30 14:00:23,239,1.4
2019-06-30 14:30:24,245,0.9
2019-06-30 15:00:24,262,0.9
2019-06-30 15:30:23,262,0.9
2019-06-30 16:00:24,322,1
2019-06-30 16:30:23,302,0.6
2019-06-30 17:00:24,277,1.7
2019-06-30 17:30:24,67,3.7
2019-06-30 18:00:23,69,3.6
2019-06-30 18:30:23,65,3.9
2019-06-30 19:00:23,63,3.4
2019-06-30 19:30:24,53,3.8
2019-06-30 20:00:23,47,3.4
2019-06-30 20:30:24,65,2.7
2019-06-30 21:00:23,82,1.5
2019-06-30 21:30:24,117,0.6
2019-06-30 22:00:23,259,0.3
2019-06-30 22:30:24,117,0.4
2019-06-30 23:00:23,71,0.8
2019-06-30 23:30:24,308,0.1
2019-07-01 00:00:24,329,0.2
2019-07-01 00:30:23,324,0.5
2019-07-01 01:00:23,316,0.7
2019-07-01 01:30:23,305,0.4
2019-07-01 02:00:24,325,0.8
2019-07-01 02:30:24,334,0.5
2019-07-01 03:00:23,325,0.7
2019-07-01 03:30:24,326,0.8
2019-07-01 04:00:24,330,0.6
2019-07-01 04:30:23,330,0.6
2019-07-01 05:00:23,324,0.1
2019-07-01 05:30:23,217,0
2019-07-01 06:00:24,303,0.3
2019-07-01 06:30:24,312,0.1
2019-07-01 07:00:24,325,0
2019-07-01 07:30:24,315,0.1
2019-07-01 08:00:23,243,0.2
2019-07-01 08:30:23,179,0.4
2019-07-01 09:00:24,133,0.2
2019-07-01 09:30:23,156,0.5
2019-07-01 10:00:24,110,0.4
2019-07-01 10:30:23,179,0.4
2019-07-01 11:00:24,164,0.7
2019-07-01 11:30:24,166,0.7
2019-07-01 12:00:23,187,0.9
2019-07-01 12:30:24,83,0.9
2019-07-01 13:00:23,208,1
2019-07-01 13:30:23,158,1.9
2019-07-01 14:00:24,150,1.4
2019-07-01 14:30:23,99,1.1
2019-07-01 15:00:24,68,2
2019-07-01 15:30:24,104,2
2019-07-01 16:00:24,64,2.2
2019-07-01 16:30:24,56,2.3
2019-07-01 17:00:23,86,2.4
2019-07-01 17:30:24,90,2.8
2019-07-01 18:00:24,73,2.9
2019-07-01 18:30:23,64,3.6
2019-07-01 19:00:24,66,3.4
2019-07-01 19:30:24,80,3
2019-07-01 20:00:24,64,2.2
2019-07-01 20:30:23,52,2.7
2019-07-01 21:00:24,65,1.5
2019-07-01 21:30:24,55,1
2019-07-01 22:00:24,25,1.9
2019-07-01 22:30:23,18,1.1
2019-07-01 23:00:24,2,0.6
2019-07-01 23:30:24,178,0.4
2019-07-02 00:00:24,32,0.3
2019-07-02 00:30:23,343,1.3
2019-07-02 01:00:23,351,0.5
2019-07-02 01:30:23,320,0.3
2019-07-02 02:00:24,307,0.5
2019-07-02 02:30:23,341,0.8
2019-07-02 03:00:24,347,1.8
2019-07-02 03:30:24,337,0.9
2019-07-02 04:00:23,311,0.5
2019-07-02 04:30:24,22,0.6
2019-07-02 05:00:24,353,0.5
2019-07-02 05:30:24,263,0.4
2019-07-02 06:00:24,353,0.6
2019-07-02 06:30:23,308,0.3
2019-07-02 07:00:24,309,0.7
2019-07-02 07:30:24,193,0.3
2019-07-02 08:00:24,183,0.5
2019-07-02 08:30:24,236,0.3
2019-07-02 09:00:24,334,0.2
2019-07-02 09:30:24,289,0.4
2019-07-02 10:00:23,215,0.4
2019-07-02 10:30:24,184,1.2
2019-07-02 11:00:24,161,0.8
2019-07-02 11:30:23,158,0.8
2019-07-02 12:00:23,218,0.7
2019-07-02 12:30:24,187,1.1
2019-07-02 13:00:23,145,1.6
2019-07-02 13:30:24,49,1.8
2019-07-02 14:00:24,71,2.4
2019-07-02 14:30:23,75,2.2
2019-07-02 15:00:24,83,1.5
2019-07-02 15:30:24,86,2.1
2019-07-02 16:00:23,78,1.5
2019-07-02 16:30:24,151,2.3
2019-07-02 17:00:23,102,2.5
2019-07-02 17:30:24,87,3.1
2019-07-02 18:00:24,83,3
2019-07-02 18:30:24,81,3.1
2019-07-02 19:00:24,73,3.1
2019-07-02 19:30:24,72,3.2
2019-07-02 20:00:23,57,3.3
2019-07-02 20:30:24,51,3.6
2019-07-02 21:00:24,333,1.3
2019-07-02 21:30:23,56,0.7
2019-07-02 22:00:24,65,0.7
2019-07-02 22:30:23,41,0.8
2019-07-02 23:00:24,46,0.2
2019-07-02 23:30:24,3,0.1
2019-07-03 00:00:24,320,0.5
2019-07-03 00:30:23,341,1.2
2019-07-03 01:00:23,343,0.8
2019-07-03 01:30:23,318,0.2
2019-07-03 02:00:24,347,0.9
2019-07-03 02:30:23,318,1
2019-07-03 03:00:24,327,0.8
2019-07-03 03:30:24,134,0.4
2019-07-03 04:00:24,349,0.1
2019-07-03 04:30:24,317,0.6
2019-07-03 05:00:23,315,0.6
2019-07-03 05:30:23,334,0.1
2019-07-03 06:00:24,315,0.6
2019-07-03 06:30:24,313,1.1
2019-07-03 07:00:23,177,0.3
2019-07-03 07:30:23,301,0.4
2019-07-03 08:00:23,256,0.5
2019-07-03 08:30:24,183,0.4
2019-07-03 09:00:24,125,0.3
2019-07-03 09:30:24,24,0.2
2019-07-03 10:00:23,203,0.6
2019-07-03 10:30:24,164,0.7
2019-07-03 11:00:23,119,0.8
2019-07-03 11:30:24,154,1.2
2019-07-03 12:00:24,146,0.9
2019-07-03 12:30:23,131,1.1
2019-07-03 13:00:23,63,1.4
2019-07-03 13:30:24,103,1.7
2019-07-03 14:00:24,64,1.7
2019-07-03 14:30:24,65,2
2019-07-03 15:00:23,79,2.3
2019-07-03 15:30:24,93,2.2
2019-07-03 16:00:24,76,2.7
2019-07-03 16:30:23,71,3
2019-07-03 17:00:24,95,2.9
2019-07-03 17:30:23,75,3.7
2019-07-03 18:00:24,74,3.5
2019-07-03 18:30:24,77,3.4
2019-07-03 19:00:23,80,3.1
2019-07-03 19:30:24,69,2.7
2019-07-03 20:00:23,57,2.7
2019-07-03 20:30:24,50,3.2
2019-07-03 21:00:24,47,2.5
2019-07-03 21:30:24,80,1
2019-07-03 22:00:24,48,2.7
2019-07-03 22:30:24,130,1
2019-07-03 23:00:23,8,1
2019-07-03 23:30:24,292,0.8
2019-07-04 00:00:23,18,0.4
2019-07-04 00:30:24,335,0.7
2019-07-04 01:00:24,355,0.5
2019-07-04 01:30:23,314,0.8
2019-07-04 02:00:23,341,0.9
2019-07-04 02:30:24,332,0.6
2019-07-04 03:00:23,293,0.4
2019-07-04 03:30:24,239,0
2019-07-04 04:00:24,291,0.3
2019-07-04 04:30:24,302,0.1
2019-07-04 05:00:24,338,0.2
2019-07-04 05:30:24,318,0.3
2019-07-04 06:00:23,337,0.3
2019-07-04 06:30:24,339,0.4
2019-07-04 07:00:24,316,0.4
2019-07-04 07:30:23,277,0
2019-07-04 08:00:24,52,0
2019-07-04 08:30:24,125,0.1
2019-07-04 09:00:24,148,0.6
2019-07-04 09:30:23,128,0.4
2019-07-04 10:00:24,140,0.5
2019-07-04 10:30:23,143,0.8
2019-07-04 11:00:24,167,0.7
2019-07-04 11:30:24,152,0.9
2019-07-04 12:00:24,139,0.7
2019-07-04 12:30:23,160,1.3
2019-07-04 13:00:24,160,1.3
2019-07-04 13:30:24,120,1.4
2019-07-04 14:00:23,178,1.5
2019-07-04 14:30:23,200,1.1
2019-07-04 15:00:24,160,1
2019-07-04 15:30:24,154,0.6
2019-07-04 16:00:23,154,1.6
2019-07-04 16:30:24,95,3.7
2019-07-04 17:00:24,92,2.8
2019-07-04 17:30:24,125,2.8
2019-07-04 18:00:23,116,2.8
2019-07-04 18:30:23,122,2.4
2019-07-04 19:00:24,107,2.4
2019-07-04 19:30:24,71,3.4
2019-07-04 20:00:24,69,3.2
2019-07-04 20:30:24,54,2.6
2019-07-04 21:00:23,46,2.7
2019-07-04 21:30:24,38,2.4
2019-07-04 22:00:24,73,1.6
2019-07-04 22:30:24,60,1.4
2019-07-04 23:00:23,57,0.7
2019-07-04 23:30:24,6,0.1
2019-07-05 00:00:24,250,0.2
2019-07-05 00:30:23,303,0.2
2019-07-05 01:00:23,334,0.6
2019-07-05 01:30:24,327,0.6
2019-07-05 02:00:24,333,1
2019-07-05 02:30:23,322,0.5
2019-07-05 03:00:24,316,0.2
2019-07-05 03:30:23,327,0.4
2019-07-05 04:00:24,335,0.3
2019-07-05 04:30:24,336,0.1
2019-07-05 05:00:24,333,0.5
2019-07-05 05:30:23,325,0.2
2019-07-05 06:00:24,330,0
2019-07-05 06:30:23,309,0
2019-07-05 07:00:24,354,0.5
2019-07-05 07:30:23,325,0.3
2019-07-05 08:00:24,251,0.4
2019-07-05 08:30:24,243,0.2
2019-07-05 09:00:24,253,0.2
2019-07-05 09:30:23,178,0.5
2019-07-05 10:00:24,193,0.5
2019-07-05 10:30:24,218,0.6
2019-07-05 11:00:24,169,1.1
2019-07-05 11:30:24,144,1.7
2019-07-05 12:00:24,136,2.1
2019-07-05 12:30:23,144,2.2
2019-07-05 13:00:24,158,2.6
2019-07-05 13:30:23,159,2.4
2019-07-05 14:00:24,150,2.7
2019-07-05 14:30:24,144,2.3
2019-07-05 15:00:23,139,2.4
2019-07-05 15:30:23,111,2.3
2019-07-05 16:00:24,93,2.8
2019-07-05 16:30:23,65,3.1
2019-07-05 17:00:24,99,2.8
2019-07-05 17:30:23,67,3.7
2019-07-05 18:00:24,69,3.6
2019-07-05 18:30:24,77,3.9
2019-07-05 19:00:23,67,4.1
2019-07-05 19:30:24,69,4.1
2019-07-05 20:00:23,73,3.2
2019-07-05 20:30:24,60,2.9
2019-07-05 21:00:24,67,3.8
2019-07-05 21:30:24,56,2.9
2019-07-05 22:00:24,49,3
2019-07-05 22:30:23,44,2
2019-07-05 23:00:23,119,0.7
2019-07-05 23:30:23,110,0.7
2019-07-06 00:00:24,94,1.4
2019-07-06 00:30:24,116,0.8
2019-07-06 01:00:24,237,0.2
2019-07-06 01:30:23,353,0.4
2019-07-06 02:00:24,335,0.7
2019-07-06 02:30:24,304,0.3
2019-07-06 03:00:24,339,0.1
2019-07-06 03:30:24,325,0.5
2019-07-06 04:00:24,329,0.6
2019-07-06 04:30:24,335,0.7
2019-07-06 05:00:24,298,0.2
2019-07-06 05:30:24,277,0.2
2019-07-06 06:00:23,295,0.4
2019-07-06 06:30:24,262,0
2019-07-06 07:00:23,329,0.2
2019-07-06 07:30:24,296,0
2019-07-06 08:00:24,172,0.1
2019-07-06 08:30:23,173,0
2019-07-06 09:00:23,256,0.3
2019-07-06 09:30:24,239,0.2
2019-07-06 10:00:23,180,0.3
2019-07-06 10:30:24,151,0.6
2019-07-06 11:00:24,160,0.9
2019-07-06 11:30:24,164,1.1
2019-07-06 12:00:24,108,1.6
2019-07-06 12:30:23,112,2.2
2019-07-06 13:00:23,135,2.6
2019-07-06 13:30:24,101,2.4
2019-07-06 14:00:23,115,2.4
2019-07-06 14:30:24,87,2.4
2019-07-06 15:00:24,87,2.4
2019-07-06 15:30:23,81,3.2
2019-07-06 16:00:24,76,3.5
2019-07-06 16:30:24,74,3.1
2019-07-06 17:00:23,90,3
2019-07-06 17:30:24,69,3.4
2019-07-06 18:00:24,69,3.4
2019-07-06 18:30:23,78,3.2
2019-07-06 19:00:24,78,3.2
2019-07-06 19:30:23,76,3.1
2019-07-06 20:00:24,88,2.6
2019-07-06 20:30:24,107,2.2
2019-07-06 21:00:24,90,2.6
2019-07-06 21:30:23,113,1.3
2019-07-06 22:00:23,50,1.3
2019-07-06 22:30:24,70,1.2
2019-07-06 23:00:24,136,0.6
2019-07-06 23:30:24,90,0.8
2019-07-07 00:00:23,357,0.7
2019-07-07 00:30:23,49,0.4
2019-07-07 01:00:24,297,0.2
2019-07-07 01:30:23,201,0.5
2019-07-07 02:00:23,328,0.6
2019-07-07 02:30:24,339,0.9
2019-07-07 03:00:23,343,1.2
2019-07-07 03:30:24,343,0.8
2019-07-07 04:00:23,333,1.2
2019-07-07 04:30:24,26,0.6
2019-07-07 05:00:24,68,0.2
2019-07-07 05:30:23,272,0
2019-07-07 06:00:24,298,0.3
2019-07-07 06:30:24,284,0
2019-07-07 07:00:24,7,0.1
2019-07-07 07:30:23,284,0.1
2019-07-07 08:00:24,234,0.2
2019-07-07 08:30:24,224,0.3
2019-07-07 09:00:24,172,0.3
2019-07-07 09:30:23,194,0.4
2019-07-07 10:00:24,157,1
2019-07-07 10:30:23,132,1.1
2019-07-07 11:00:24,91,1.9
2019-07-07 11:30:23,86,2.7
2019-07-07 12:00:24,51,2
2019-07-07 12:30:24,37,1.6
2019-07-07 13:00:24,43,1.9
2019-07-07 13:30:23,71,1.3
2019-07-07 14:00:24,197,1.5
2019-07-07 14:30:24,244,0.7
2019-07-07 15:00:24,310,0.9
2019-07-07 15:30:24,32,1.2
2019-07-07 16:00:24,91,1.5
2019-07-07 16:30:24,97,0.9
2019-07-07 17:00:23,70,3.2
2019-07-07 17:30:24,75,5.2
2019-07-07 18:00:23,81,5.7
2019-07-07 18:30:23,65,6.9
2019-07-07 19:00:24,63,5.7
2019-07-07 19:30:24,60,4.1
2019-07-07 20:00:24,59,2.9
2019-07-07 20:30:24,55,3
2019-07-07 21:00:24,58,3.8
2019-07-07 21:30:24,71,2.7
2019-07-07 22:00:24,61,2
2019-07-07 22:30:24,39,1
2019-07-07 23:00:23,20,0.7
2019-07-07 23:30:24,307,0.3
2019-07-08 00:00:24,0,1
2019-07-08 00:30:24,347,0.7
2019-07-08 01:00:24,333,0.6
2019-07-08 01:30:24,11,0.2
2019-07-08 02:00:24,328,0.7
2019-07-08 02:30:24,328,1
2019-07-08 03:00:23,345,1
2019-07-08 03:30:23,126,0.1
2019-07-08 04:00:24,10,0.1
2019-07-08 04:30:23,334,0.4
2019-07-08 05:00:24,285,0.7
2019-07-08 05:30:24,227,0.3
2019-07-08 06:00:24,51,0.3
2019-07-08 06:30:24,20,0.9
2019-07-08 07:00:24,274,0.9
2019-07-08 07:30:23,118,0.6
2019-07-08 08:00:24,319,1.2
2019-07-08 08:30:23,224,0.8
2019-07-08 09:00:23,154,0.3
2019-07-08 09:30:24,203,0.2
2019-07-08 10:00:24,52,1.3
2019-07-08 10:30:23,68,2
2019-07-08 11:00:24,66,2.7
2019-07-08 11:30:23,103,2.2
2019-07-08 12:00:24,70,2.7
2019-07-08 12:30:23,109,2.3
2019-07-08 13:00:24,130,2.2
2019-07-08 13:30:24,96,2.2
2019-07-08 14:00:24,76,2.6
2019-07-08 14:30:24,73,2.7
2019-07-08 15:00:23,81,2.6
2019-07-08 15:30:24,107,3.1
2019-07-08 16:00:24,104,2.9
2019-07-08 16:30:23,129,2.8
2019-07-08 17:00:23,117,2.5
2019-07-08 17:30:24,104,3
2019-07-08 18:00:23,93,2.8
2019-07-08 18:30:24,109,3.2
2019-07-08 19:00:24,110,3.1
2019-07-08 19:30:23,113,2.8
2019-07-08 20:00:24,92,2.9
2019-07-08 20:30:23,79,2.8
2019-07-08 21:00:24,63,2.7
2019-07-08 21:30:23,53,2.9
2019-07-08 22:00:24,61,2.3
2019-07-08 22:30:24,64,2
2019-07-08 23:00:24,73,1.9
2019-07-08 23:30:23,216,0.2
2019-07-09 00:00:24,31,1
2019-07-09 00:30:24,29,0.6
2019-07-09 01:00:24,355,0.2
2019-07-09 01:30:23,161,0
2019-07-09 02:00:24,314,0.4
2019-07-09 02:30:24,340,0.8
2019-07-09 03:00:24,317,0.7
2019-07-09 03:30:24,355,0.5
2019-07-09 04:00:24,218,0.5
2019-07-09 04:30:24,321,0.3
2019-07-09 05:00:23,339,0.1
2019-07-09 05:30:24,333,0.5
2019-07-09 06:00:24,328,0.1
2019-07-09 06:30:23,334,0.1
2019-07-09 07:00:24,254,0.3
2019-07-09 07:30:24,92,0.1
2019-07-09 08:00:24,43,0.2
2019-07-09 08:30:24,210,0.1
2019-07-09 09:00:23,259,0.5
2019-07-09 09:30:24,176,0.1
2019-07-09 10:00:23,113,0.1
2019-07-09 10:30:24,229,0.4
2019-07-09 11:00:24,154,0.8
2019-07-09 11:30:23,225,0.8
2019-07-09 12:00:24,257,0.6
2019-07-09 12:30:24,41,1.3
2019-07-09 13:00:24,63,2.6
2019-07-09 13:30:24,57,2.5
2019-07-09 14:00:23,71,3.1
2019-07-09 14:30:23,69,3.3
2019-07-09 15:00:23,73,3.9
2019-07-09 15:30:23,76,3.8
2019-07-09 16:00:23,74,4.7
2019-07-09 16:30:24,84,5
2019-07-09 17:00:24,78,5
2019-07-09 17:30:23,91,5.3
2019-07-09 18:00:24,86,5
2019-07-09 18:30:23,79,5
2019-07-09 19:00:24,105,3.7
2019-07-09 19:30:23,97,2.8
2019-07-09 20:00:24,81,4
2019-07-09 20:30:24,72,3.5
2019-07-09 21:00:24,61,2.2
2019-07-09 21:30:24,6,0.7
2019-07-09 22:00:24,327,0.4
2019-07-09 22:30:24,352,0.7
2019-07-09 23:00:24,299,0.4
2019-07-09 23:30:24,347,0.3
2019-07-10 00:00:24,331,0.8
2019-07-10 00:30:24,327,0.5
2019-07-10 01:00:23,342,0.7
2019-07-10 01:30:24,295,0.3
2019-07-10 02:00:24,333,0.9
2019-07-10 02:30:24,332,0.3
2019-07-10 03:00:24,333,0.9
2019-07-10 03:30:24,215,0.5
2019-07-10 04:00:24,339,0.5
2019-07-10 04:30:23,340,0.4
2019-07-10 05:00:24,280,0.5
2019-07-10 05:30:23,333,0.7
2019-07-10 06:00:24,334,1
2019-07-10 06:30:24,285,0.2
2019-07-10 07:00:23,80,0
2019-07-10 07:30:24,43,0
2019-07-10 08:00:24,216,0.2
2019-07-10 08:30:24,190,0.2
2019-07-10 09:00:23,321,0.3
2019-07-10 09:30:24,218,0.5
2019-07-10 10:00:24,153,1.3
